Word_Unique_ID	Text_ID	Word_Number	Sentence_Number	Word_In_Sentence_Number	FullSentence_DocLevelMarked	FullSentence_DocLevel	FullSentence_SentLevelMarked	FullSentence_SentLevel
QID1326	26	20	1	20	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice *into*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice *into*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into
QID1327	26	21	1	21	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into *the*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into *the*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the
QID1328	26	22	1	22	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the *lake,*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake,	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the *lake,*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake,
QID1329	26	23	1	23	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, *which*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, *which*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which
QID1330	26	24	1	24	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which *involved*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which *involved*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved
QID1331	26	25	1	25	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved *a*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved *a*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a
QID1332	26	26	1	26	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a *hot-water*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a *hot-water*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water
QID1333	26	27	1	27	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water *drilling*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water *drilling*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling
QID1334	26	28	1	28	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling *technique*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling *technique*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique
QID1335	26	29	1	29	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique *designed*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique *designed*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed
QID1336	26	30	1	30	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed *to*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed *to*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to
QID1337	26	31	1	31	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to *greatly*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to *greatly*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly
QID1338	26	32	1	32	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly *reduce*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly *reduce*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce
QID1339	26	33	1	33	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce *or*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce *or*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or
QID1340	26	34	1	34	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or *eliminate*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or *eliminate*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate
QID1341	26	35	1	35	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate *any*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate *any*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any
QID1342	26	36	1	36	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any *contamination*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any *contamination*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination
QID1343	26	37	1	37	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination *that*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination *that*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that
QID1344	26	38	1	38	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that *might*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that *might*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might
QID1345	26	39	1	39	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might *come*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might *come*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come
QID1346	26	40	1	40	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come *from*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come *from*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from
QID1347	26	41	1	41	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from *other*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from *other*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other
QID1348	26	42	1	42	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other *kerosene-based*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other *kerosene-based*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based
QID1349	26	43	1	43	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based *drilling*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based *drilling*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling
QID1350	26	44	1	44	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling *technology,*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling technology,	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling *technology,*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling technology,
QID1351	26	45	1	45	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling technology, *Christner*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling technology, Christner	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling technology, *Christner*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling technology, Christner
QID1352	26	46	1	46	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling technology, Christner *said.*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling technology, Christner said.	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling technology, Christner *said.*	An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling technology, Christner said.
QID1353	27	2	1	2	Very *similar,*	Very similar,	Very *similar,*	Very similar,
QID1354	27	3	1	3	Very similar, *but*	Very similar, but	Very similar, *but*	Very similar, but
QID1355	27	4	1	4	Very similar, but *even*	Very similar, but even	Very similar, but *even*	Very similar, but even
QID1356	27	5	1	5	Very similar, but even *more*	Very similar, but even more	Very similar, but even *more*	Very similar, but even more
QID1357	27	6	1	6	Very similar, but even more *striking,*	Very similar, but even more striking,	Very similar, but even more *striking,*	Very similar, but even more striking,
QID1358	27	7	1	7	Very similar, but even more striking, *is*	Very similar, but even more striking, is	Very similar, but even more striking, *is*	Very similar, but even more striking, is
QID1359	27	8	1	8	Very similar, but even more striking, is *the*	Very similar, but even more striking, is the	Very similar, but even more striking, is *the*	Very similar, but even more striking, is the
QID1360	27	9	1	9	Very similar, but even more striking, is the *evidence*	Very similar, but even more striking, is the evidence	Very similar, but even more striking, is the *evidence*	Very similar, but even more striking, is the evidence
QID1361	27	10	1	10	Very similar, but even more striking, is the evidence *from*	Very similar, but even more striking, is the evidence from	Very similar, but even more striking, is the evidence *from*	Very similar, but even more striking, is the evidence from
QID1362	27	11	1	11	Very similar, but even more striking, is the evidence from *athletic*	Very similar, but even more striking, is the evidence from athletic	Very similar, but even more striking, is the evidence from *athletic*	Very similar, but even more striking, is the evidence from athletic
QID1363	27	12	1	12	Very similar, but even more striking, is the evidence from athletic *training.*	Very similar, but even more striking, is the evidence from athletic training.	Very similar, but even more striking, is the evidence from athletic *training.*	Very similar, but even more striking, is the evidence from athletic training.
QID1364	27	13	2	1	Very similar, but even more striking, is the evidence from athletic training. *As*	Very similar, but even more striking, is the evidence from athletic training. As	*As*	As
QID1365	27	14	2	2	Very similar, but even more striking, is the evidence from athletic training. As *with*	Very similar, but even more striking, is the evidence from athletic training. As with	As *with*	As with
QID1366	27	15	2	3	Very similar, but even more striking, is the evidence from athletic training. As with *rehearsing*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing	As with *rehearsing*	As with rehearsing
QID1367	27	16	2	4	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing *a*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a	As with rehearsing *a*	As with rehearsing a
QID1368	27	17	2	5	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a *piece*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece	As with rehearsing a *piece*	As with rehearsing a piece
QID1369	27	18	2	6	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece *on*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on	As with rehearsing a piece *on*	As with rehearsing a piece on
QID1370	27	19	2	7	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on *the*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the	As with rehearsing a piece on *the*	As with rehearsing a piece on the
QID1371	27	20	2	8	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the *piano,*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano,	As with rehearsing a piece on the *piano,*	As with rehearsing a piece on the piano,
QID1372	27	21	2	9	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, *practicing*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing	As with rehearsing a piece on the piano, *practicing*	As with rehearsing a piece on the piano, practicing
QID1373	27	22	2	10	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing *a*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a	As with rehearsing a piece on the piano, practicing *a*	As with rehearsing a piece on the piano, practicing a
QID1374	27	23	2	11	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a *complex*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex	As with rehearsing a piece on the piano, practicing a *complex*	As with rehearsing a piece on the piano, practicing a complex
QID1375	27	24	2	12	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex *physical*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical	As with rehearsing a piece on the piano, practicing a complex *physical*	As with rehearsing a piece on the piano, practicing a complex physical
QID1376	27	25	2	13	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical *task*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task	As with rehearsing a piece on the piano, practicing a complex physical *task*	As with rehearsing a piece on the piano, practicing a complex physical task
QID1377	27	26	2	14	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task *in*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in	As with rehearsing a piece on the piano, practicing a complex physical task *in*	As with rehearsing a piece on the piano, practicing a complex physical task in
QID1378	27	27	2	15	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in *the*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the	As with rehearsing a piece on the piano, practicing a complex physical task in *the*	As with rehearsing a piece on the piano, practicing a complex physical task in the
QID1379	27	28	2	16	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the *mind*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind	As with rehearsing a piece on the piano, practicing a complex physical task in the *mind*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind
QID1380	27	29	2	17	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind *alone*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone	As with rehearsing a piece on the piano, practicing a complex physical task in the mind *alone*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone
QID1381	27	30	2	18	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone *is*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone *is*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is
QID1382	27	31	2	19	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is *nearly*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is *nearly*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly
QID1383	27	32	2	20	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly *as*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly *as*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as
QID1384	27	33	2	21	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as *effective*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as *effective*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective
QID1385	27	34	2	22	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective *a*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective *a*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a
QID1386	27	35	2	23	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a *learning*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a *learning*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning
QID1387	27	36	2	24	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning *strategy*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning *strategy*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy
QID1388	27	37	2	25	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy *as*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy *as*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as
QID1389	27	38	2	26	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as *actually*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as *actually*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually
QID1390	27	39	2	27	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually *physically*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually *physically*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically
QID1391	27	40	2	28	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically *doing*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically *doing*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing
QID1392	27	41	2	29	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing *it.*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it.	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing *it.*	As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it.
QID1393	27	42	3	1	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it. *But*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it. But	*But*	But
QID1394	27	43	3	2	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it. But *it*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it. But it	But *it*	But it
QID1395	27	44	3	3	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it. But it *doesn't*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it. But it doesn't	But it *doesn't*	But it doesn't
QID1396	27	45	3	4	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it. But it doesn't *stop*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it. But it doesn't stop	But it doesn't *stop*	But it doesn't stop
QID1397	27	46	3	5	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it. But it doesn't stop *there.*	Very similar, but even more striking, is the evidence from athletic training. As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it. But it doesn't stop there.	But it doesn't stop *there.*	But it doesn't stop there.
QID1398	28	2	1	2	A *bill*	A bill	A *bill*	A bill
QID1399	28	3	1	3	A bill *was*	A bill was	A bill *was*	A bill was
QID1400	28	4	1	4	A bill was *drafted*	A bill was drafted	A bill was *drafted*	A bill was drafted
QID1401	28	5	1	5	A bill was drafted *and*	A bill was drafted and	A bill was drafted *and*	A bill was drafted and
QID1402	28	6	1	6	A bill was drafted and *introduced*	A bill was drafted and introduced	A bill was drafted and *introduced*	A bill was drafted and introduced
QID1403	28	7	1	7	A bill was drafted and introduced *into*	A bill was drafted and introduced into	A bill was drafted and introduced *into*	A bill was drafted and introduced into
QID1404	28	8	1	8	A bill was drafted and introduced into *Parliament*	A bill was drafted and introduced into Parliament	A bill was drafted and introduced into *Parliament*	A bill was drafted and introduced into Parliament
